Time (s),Voltage (V)
27.049003067731,0.615624725818634
27.0636030673622,0.614612877368927
27.0812030669175,0.613581955432892
27.0942030665891,0.612570106983185
27.1110030661647,0.611558258533478
27.1280030657353,0.61050820350647
27.144203065326,0.609458208084106
27.1608030649067,0.60838907957077
27.178603064457,0.607377231121063
27.1926030641033,0.606346309185028
27.2104030636537,0.60529625415802
27.2280030632091,0.604284405708313
27.2446030627897,0.60323441028595
27.2616030623603,0.602146208286285
27.2790030619207,0.601115226745605
27.297003061466,0.60008430480957
27.3142030610315,0.599053382873535
27.331403060597,0.598041534423828
27.3506030601119,0.596972405910492
27.369403059637,0.595960557460785
27.384603059253,0.59492963552475
27.4024030588034,0.593917787075043
27.4208030583385,0.592848658561706
27.4402030578484,0.59177953004837
27.4568030574291,0.590710401535034
27.4758030569491,0.589641332626343
27.4942030564843,0.588591277599335
27.5124030560245,0.587522149085999
27.533403055494,0.586433947086334
27.5516030550342,0.585422098636627
27.5710030545442,0.584372103214264
27.5916030540238,0.583360254764557
27.6086030535943,0.58234840631485
27.6278030531093,0.581298351287842
27.6460030526495,0.580267429351807
27.6646030521796,0.5792555809021
27.6858030516441,0.578205525875092
27.7024030512247,0.577155530452728
27.7226030507144,0.576086401939392
27.7416030502344,0.575074553489685
27.762203049714,0.574005424976349
27.7820030492138,0.572993576526642
27.8002030487541,0.571981728076935
27.8212030482236,0.570969879627228
27.8412030477183,0.569938957691193
27.8602030472384,0.568888962268829
27.8800030467382,0.567877113819122
27.9026030461672,0.566827058792114
27.9214030456923,0.565815210342407
27.9410030451972,0.5648033618927
27.960603044702,0.563734233379364
27.9824030441513,0.562722384929657
28.0010030436814,0.561710596084595
28.0208030431813,0.560679614543915
28.0442030425901,0.559610486030579
28.0640030420899,0.558579564094543
28.0836030415948,0.557491362094879
28.1078030409834,0.556460440158844
28.1276030404833,0.555448591709137
28.1474030399831,0.554417669773102
28.1708030393919,0.553386688232422
28.1916030388665,0.552336692810059
28.2136030383107,0.551305770874023
28.2346030377802,0.550293922424316
28.25440303728,0.549262940883636
28.2752030367546,0.548251092433929
28.296603036214,0.547086536884308
28.3220030355723,0.546036541461945
28.3422030350619,0.545024693012237
28.365203034481,0.543936491012573
28.3888030338848,0.542867362499237
28.4128030332785,0.541817307472229
28.4334030327581,0.540729105472565
28.456803032167,0.5396409034729
28.4802030315758,0.538609981536865
28.5036030309847,0.537578999996185
28.5258030304239,0.536567151546478
28.5488030298429,0.535517156124115
28.571203029277,0.534505307674408
28.5918030287566,0.533436179161072
28.6164030281351,0.532405257225037
28.6380030275895,0.53139340877533
28.6612030270034,0.530362486839294
28.6850030264022,0.529350638389587
28.7044030259121,0.528300583362579
28.7294030252805,0.527250587940216
